"","Proyecto","Temporada","Codigo","Codigo_Corto","Nombre","Nombre_Completo","Fecha","Hora","Norte","Este","Cota","Zona","Lugar","Distrito","Provincia","Vertiente","Cuenca","Subcuenca","Microcuenca","Tipo_Fuente","Clase_Fuente","Uso","PFQ","T.Analisis","Muestreo","Monitoreo","Blanco","Estandar","Duplicado","Asp_Geologico","Desc_Litologica","Morfologia","Pendiente","Caudal","Color","Olor","T_Fuente","T_Ambiente","pH","pH_mV","Eh","ORP_mv","CE_uS_cm","TDS_mg_L","TDS_ppt","Salinidad_PSU","Resistividad_Kohm-cm","OD_mgL","OD_Sat.","Precipitados","Algas_plantas","Basurales","Animales","Letrinas_Sítios","Poblacion","Pasivos_Ambientales","Act_Antropica","Alt.Geo.Nat","Ev.Meteo","Viento","Foto","Observaciones","Realizado_por","Alcalinidad_mgCaCO3_L","CO3_menos_2_mg_L","HCO3_menos","F","Cl","NO3_menos_1","NO3_menos_1_como_N","SO4_menos_2","NO2_menos_1","NO2_menos_1_como_N","Na_dis","Mg_dis","K_dis","Ca_dis","Sr_dis","Li_dis","Si_dis","SiO2 _dis","Ag_dis","Al_dis","As_dis","B_dis","Ba_dis","Be_dis","Bi_dis","Cd_dis","Ce_dis","Co_dis","Cr_dis","Cu_dis","Fe_dis","Hg_dis","La_dis","Mn_dis","Mo_dis","Ni_dis","Pb_dis","S_dis","Sb_dis","Se_dis","Sn_dis","Th_dis","Ti_dis","Tl_dis","U_dis","V_dis","W_dis","Y_dis","Zn_dis","Na_tot","Mg_tot","K_tot","Ca_tot","Sr_tot","Li_tot","Si_tot","SiO2_tot","Ag_tot","Al_tot","As_tot","B_tot","Ba_tot","Be_tot","Bi_tot","Cd_tot","Ce_tot","Co_tot","Cr_tot","Cu_tot","Fe_tot","Hg_tot","La_tot","Mn_tot","Mo_tot","Ni_tot","Pb_tot","S_tot","Sb_tot","Se_tot","Sn_tot","Th_tot","Ti_tot","Tl_tot","U_tot","V_tot","W_tot","Y_tot","Zn_tot","Ca_meq_l","Mg_meq_l","Na_meq_l","K_meq_l","Total_meq_l...156","HCO3_meq_l","CO3_meq_l","SO4_meq_l","Cl_meq_l","Total_meq_l...161","BI_per","Ca_per","Mg_per","Na_plus_K_per","HCO3_plus_CO3_per","SO4_per","Cl_per","HIDROTIPO","As_com","As_ran","B_com","B_ran","Cu_com","Cu_ran","Fe_com","Fe_ran","Mn_com","Mn_ran","pH_ran","CE_ran","Ti_com","Ti_ran","Zn_com","Zn_ran","Ni_com","Ni_ran"
"37","GA47C","Avenida","13491-19-SW-153","SW-153","Colca","Río Colca",2019-04-29,1899-12-31 13:24:00,8285033,235437,3855,"19 S","Sibayo","Callalli","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Río","Agrícola","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Depósito superficial","En la base del río tenemos depósitos cuaternarios (gravas, cantos y bloques polimícticos). En la margen derecha afloramientos de tobas líticas rojizas del C.V. Sibayo. En la margen izquierda afloran tobas andesíticas de la unidad Chivay.","Valle Fluvial","Muy Baja",3400,"Incoloro","Inodoro",14.6,NA,8.78,72.7,NA,210.5,442.2,217.2,NA,0.259,2.262,7.47,118,"No","No","No","Sí","No","Rural","no","Ninguno","No","Ninguno","No","748760","Aguas arriba (300 m) en la margen derecha del río se encuentran la ciudad de Sibayo. Por el puente que conecta Callallli con Sibayo pasan tráileres y volquetes pesados que generan cantidad considerable de polvo.","I. Becerra y J. Ortiz","61.8","<1","61","<0.2","76",NA,NA,21.3,NA,NA,46.6,4.1,4,20,0.4218,"8.4199999999999997E-2",10.2336448598131,21.9,"<0.0003","1.9E-2","0.02","0.4",0.0339,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","1E-3","3.5000000000000001E-3","0.02","<0.020","<0.0002","5.0000000000000001E-3","8.0000000000000004E-4","<0.0007","1.9E-3",7.1,"1.1000000000000001E-3","<0.002","<0.0005","<0.0002","6.3E-3","2.0000000000000001E-4","2.0000000000000001E-4","2.7000000000000001E-3","<0.0005","<0.0005","6.0000000000000001E-3",53.5,4.4,4.3,20.1,0.448,"9.1300000000000006E-2",11.0747663551402,23.7,"<0.0003","0.14499999999999999","2.4E-2","0.43",0.0381,"<0.0002","<0.0002","2.0999999999999999E-3","2.9999999999999997E-4","2.3E-3","2E-3","7.4000000000000003E-3","0.09","<0.020","<0.0002","5.7999999999999996E-3","2.0999999999999999E-3","2E-3","2.5999999999999999E-3",7.7,"2E-3","<0.002","<0.0005","2.9999999999999997E-4","7.7000000000000002E-3","1.6000000000000001E-3","2.9999999999999997E-4","4.0000000000000001E-3","<0.0005","<0.0005","1.7000000000000001E-2",1,0.337448559670782,2.02608695652174,0.10230179028133,3.46583730647385,1,0,0.44375,2.14386459802539,3.58761459802539,-1.72649212329438,28.8530566086324,9.73642239468253,61.4105209966851,27.8736740716351,12.3689428692881,59.7573830590768,"Clorurada sódica",0.02,"Alto",0.4,"Alto",0.0035,"Muy Alto",0.02,"Moderado",0.005,"Moderado","Muy Alto","Alto",0.0063,"Muy Alto",0.006,"Moderado",NA,NA
"38","GA47C","Avenida","13491-19-SW-154","SW-154","Caleramayo","Quebrada Caleramayo",2019-04-29,1899-12-31 14:00:00,8281764,226593,3845,"19 S","Suyopata","Tuti","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Río","Agropecuario","Sí","Químico","Original",NA,NA,NA,NA,"Depósito superficial","Ambas márgenes se levantan terrazas de suelo arenolimoso y arenoarcilloso en el cauce, arenas finas, medias y gruesas, cantos y bloques de 5 cm hasta 2 metros de diámetro, angulosos y subangulosos. Los bloques de gran tamaño son rocas de hasta 3m de diámetro de lavas volcánicas.","Valle Fluvial","Baja",NA,"Incoloro","Inodoro",13.4,NA,9.02,95,NA,230.2,153.3,75.65,NA,0.122,6.85,7.03,107.9,"No","No","No","Sí","no","Rural","no","Ninguno","No","Ninguno","No",NA,"Presencia de compuestos orgánicos en descomposición en las orillas del cauce,  olor putrefacto. A la margen derecha hay sembrío de habas, cebado y forraje.","J. Moreno y M. Huaripata","52.3","<1","52","<0.2","0.5",NA,NA,20.6,NA,NA,5.4,3.8,2.1,15.2,0.147,"<0.0004",10.8878504672897,23.3,"<0.0003","2.8000000000000001E-2","2E-3","<0.05",0.0305,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","1E-3","2.5000000000000001E-3","0.02","<0.020","<0.0002","4.4000000000000003E-3","2.9999999999999997E-4","<0.0007","1.8E-3",7,"<0.0008","<0.002","<0.0005","<0.0002","1.8E-3","<0.0001","2.0000000000000001E-4","3.5000000000000001E-3","<0.0005","<0.0005","4.0000000000000001E-3",6.7,4.5,2.5,17.1,0.1601,"<0.0004",13.2242990654206,28.3,"<0.0003","0.104","3.0000000000000001E-3","<0.05",0.0357,"<0.0002","<0.0002","1.4E-3","<0.0002","1.2999999999999999E-3","2E-3","2.7000000000000001E-3","0.06","<0.020","<0.0002","4.7000000000000002E-3","1.1000000000000001E-3","1.2999999999999999E-3","3.3E-3",8.2,"1.2999999999999999E-3","<0.002","<0.0005","<0.0002","2.3E-3","1.1000000000000001E-3","2.0000000000000001E-4","4.3E-3","<0.0005","<0.0005","4.0000000000000001E-3",0.76,0.31275720164609,0.234782608695652,0.0537084398976982,1.36124825023944,0.852459016393443,0,0.429166666666667,0.0141043723554302,1.29573005541554,2.46589122253861,55.8311094149298,22.9757651913291,21.193125393741,65.7898620804979,33.1216108535071,1.088527065995,"Bicarbonatada cálcica",0.002,"Moderado",0.0153708893766096,"Bajo",0.0025,"Alto",0.02,"Moderado",0.0044,"Moderado","Muy Alto","Bajo",0.0018,"Moderado",0.004,"Bajo",NA,NA
"39","GA47C","Avenida","13491-19-SW-155","SW-155","Colca","Río Colca",2019-04-29,1899-12-31 14:15:00,8283017,232456,3847,"19 S","Sibayo","Sibayo","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Río","Agrícola","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Depósito superficial","En la base del río tenemos cantos y bloques polimícticos. En las  márgenes del río tenemos grandes afloramientos de tobas piroclásticas alteradas (coloración naranja) de la unidad Chivay (Po-ch)","Valle Fluvial","Muy Baja",3600,"Incoloro","Inodoro",15.1,NA,8.8,74.1,NA,247.4,438.6,215.4,NA,0.259,2.28,7.17,112.9,"No","No","No","No","no","Rural","No","Mina Artesanal/Informal","No","Ninguno","No","766775","Aguas arriba del punto de muestreo (a 100 m) observamos una cantera.","I. Becerra y J. Ortiz","65","<1","64","<0.2","76.2",NA,NA,21.8,NA,NA,46.1,4,3.8,19.2,0.4237,"9.3700000000000006E-2",9.4392523364486,20.2,"<0.0003","1.7000000000000001E-2","2.1999999999999999E-2","0.49",0.0376,"<0.0002","<0.0002","<0.0002","<0.0002","5.9999999999999995E-4","1E-3","3.0000000000000001E-3","0.02","<0.020","<0.0002","1.8100000000000002E-2","8.9999999999999998E-4","<0.0007","1.4E-3",7.4,"<0.0008","<0.002","<0.0005","<0.0002","5.4999999999999997E-3","<0.0001","2.9999999999999997E-4","2.7000000000000001E-3","<0.0005","<0.0005","8.9999999999999993E-3",55.7,4.6,4.4,20.7,0.4477,"9.8000000000000004E-2",11.2616822429907,24.1,"<0.0003","0.24199999999999999","2.5999999999999999E-2","0.51",0.0429,"<0.0002","<0.0002","1.4E-3","5.0000000000000001E-4","1.2999999999999999E-3","2E-3","3.3999999999999998E-3","0.13","<0.020","2.0000000000000001E-4","1.9099999999999999E-2","1.6999999999999999E-3","1.5E-3","3.5000000000000001E-3",8,"1.4E-3","<0.002","<0.0005","<0.0002","8.9999999999999993E-3","1.1999999999999999E-3","2.9999999999999997E-4","3.5000000000000001E-3","<0.0005","<0.0005","0.01",0.96,0.329218106995885,2.00434782608696,0.0971867007672634,3.3907526338501,1.04918032786885,0,0.454166666666667,2.14950634696756,3.65285334150308,-3.72111541403807,28.3122982908354,9.70929296667881,61.9784087424858,28.7222132886708,12.4332028747638,58.8445838365654,"Clorurada sódica",0.022,"Alto",0.49,"Alto",0.003,"Muy Alto",0.02,"Moderado",0.0181,"Alto","Muy Alto","Alto",0.0055,"Muy Alto",0.009,"Alto",NA,NA
"40","GA47C","Avenida","13491-19-SW-156","SW-156","Colca","Río Colca",2019-04-29,1899-12-31 16:02:00,8282004,230391,3833,"19 S","Ccescca","Chivay","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Sedimentario/Depósito superficial","En la base encañonada del río tenemos cantos y bloques de hasta 3 metros de diámetro. En la margen izquierda tobas blanquecinas y deleznables de la Fm. Colca (cuaternario). En la margen derecha tobas líticas de la  Fm. Tuti","Valle encañonado","Baja",3800,"Incoloro","Inodoro",14.4,NA,8.77,71.9,NA,203.4,442.5,217.3,NA,0.259,2.26,6.68,102.3,"No","Si (algas verdes)","No","No","no","Rural","no","Ninguno","No","Ninguno","Sí, moderado a fuerte","785797","Ninguna","I. Becerra y J. Ortiz","65","<1","64","<0.2","76",NA,NA,22.1,NA,NA,47.9,4.3,4.1,20.5,0.4128,"9.1399999999999995E-2",10.2336448598131,21.9,"<0.0003","1.2E-2","2.1999999999999999E-2","0.43",0.0364,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","1E-3","2.7000000000000001E-3","0.02","<0.020","<0.0002","4.1000000000000003E-3","8.9999999999999998E-4","<0.0007","1E-3",7.4,"<0.0008","<0.002","<0.0005","<0.0002","4.7000000000000002E-3","<0.0001","2.9999999999999997E-4","2.7000000000000001E-3","<0.0005","<0.0005","7.0000000000000001E-3",58.2,4.8,4.7,21.4,0.4555,"9.6699999999999994E-2",11.9158878504673,25.5,"<0.0003","0.182","2.3E-2","0.49",0.042,"<0.0002","<0.0002","8.9999999999999998E-4","2.9999999999999997E-4","6.9999999999999999E-4","2E-3","5.0000000000000001E-3","0.11","<0.020","<0.0002","6.4000000000000003E-3","1.2999999999999999E-3","1E-3","3.5999999999999999E-3",8.5,"8.9999999999999998E-4","<0.002","<0.0005","<0.0002","7.7000000000000002E-3","6.9999999999999999E-4","2.9999999999999997E-4","3.2000000000000002E-3","<0.0005","<0.0005","1.7000000000000001E-2",1.025,0.353909465020576,2.08260869565217,0.104859335038363,3.56637749571111,1.04918032786885,0,0.460416666666667,2.14386459802539,3.65346159256091,-1.2061778079134,28.7406479328858,9.92349983831448,61.3358522287997,28.7174314355779,12.602203554135,58.6803650102871,"Clorurada sódica",0.022,"Alto",0.43,"Alto",0.0027,"Alto",0.02,"Moderado",0.0041,"Moderado","Muy Alto","Alto",0.0047,"Muy Alto",0.007,"Moderado",NA,NA
"41","GA47C","Avenida","13491-19-SW-157","SW-157","Colca","Río Colca",2019-04-29,1899-12-31 16:15:00,8280863,227064,3748,"19 S","Tuti","Chivay","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Depósito superficial","En la base del río se acumula suelo arenolimoso, arenas finas","Valle encañonado","Baja",NA,"Incoloro","Inodoro",12.8,NA,8.55,70.7,NA,240.3,432.5,212.4,NA,0.253,2.311,7.24,108.3,"No","No","No","No","no","Rural","no","Ninguno","No","Ninguno","Sí, leve",NA,"El caudal del río disminuyó durante el muestreo en 40%  aproximadamente (controlado por la presa)","J. Moreno y M. Huaripata","65","<1","64","<0.2","71.400000000000006",NA,NA,21.6,NA,NA,46,4.5,4.1,21.1,0.3914,"8.9700000000000002E-2",10.7009345794393,22.9,"<0.0003","1.4E-2","0.02","0.43",0.034,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","1E-3","1.8E-3","0.02","<0.020","<0.0002","3.5000000000000001E-3","8.9999999999999998E-4","<0.0007","1.4E-3",7.4,"<0.0008","<0.002","<0.0005","<0.0002","4.7000000000000002E-3","<0.0001","2.9999999999999997E-4","2.5999999999999999E-3","<0.0005","<0.0005","4.0000000000000001E-3",55,4.9,4.5,21.5,0.4403,"9.0300000000000005E-2",12.1495327102804,26,"<0.0003","0.159","2.1999999999999999E-2","0.47",0.0438,"<0.0002","<0.0002","1E-3","2.9999999999999997E-4","8.9999999999999998E-4","2E-3","2.7000000000000001E-3","0.1","<0.020","<0.0002","6.1000000000000004E-3","1.4E-3","1E-3","3.2000000000000002E-3",8,"1E-3","<0.002","<0.0005","<0.0002","6.7000000000000002E-3","8.0000000000000004E-4","2.9999999999999997E-4","3.2000000000000002E-3","<0.0005","<0.0005","4.0000000000000001E-3",1.055,0.37037037037037,2,0.104859335038363,3.53022970540873,1.04918032786885,0,0.45,2.01410437235543,3.51328470022428,0.240575999545045,29.8847408819776,10.4913957809295,59.623863337093,29.8632310612879,12.8085264473805,57.3282424913316,"Clorurada sódica",0.02,"Alto",0.43,"Alto",0.0018,"Alto",0.02,"Moderado",0.0035,"Moderado","Muy Alto","Moderado",0.0047,"Muy Alto",0.004,"Bajo",NA,NA
"42","GA47C","Avenida","13491-19-SW-158","SW-158","Chila","Quebrada Chila",2019-04-30,1899-12-31 08:37:00,8267411,207641,3349,"19 S","Carhuasi","Achoma","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Quebrada","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Depósito superficial","En la base de la quebrada tenemos gravas, cantos y bloques polimícticos Adyacente a la quebrada en la margen derecha tenemos afloramientos de areniscas de grano fino de la Fm. Colca. En la margen derecha a unos 100 m tenemos secuencias de areniscas y conglomerados correspondientes a la Fm. Colca","Valle Fluvial","Baja",7,"Incoloro","Inodoro",12.1,NA,7.79,19.1,NA,285.3,510.1,269.9,NA,0.319,1.754,7.1,96.7,"No","No","No","No","no","Rural","no","Ninguno","No","Ninguno","No","808817","Ninguna","I. Becerra y J. Ortiz","95.3","1","94","0.4","19.600000000000001",NA,NA,163.7,NA,NA,27.5,20.9,4.6,58.8,0.2503,"2.3199999999999998E-2",33.4579439252336,71.6,"<0.0003","7.0000000000000001E-3","5.0000000000000001E-3","0.13",0.0361,"<0.0002","<0.0002","<0.0002","<0.0002","2.9999999999999997E-4","<0.001","2E-3","0.01","<0.020","<0.0002","5.7999999999999996E-3","1.1999999999999999E-3","<0.0007","<0.0005",54.9,"<0.0008","<0.002","<0.0005","<0.0002","2.3E-3","<0.0001","1.1000000000000001E-3","1.4500000000000001E-2","<0.0005","<0.0005","7.0000000000000001E-3",33.3,23.5,5.3,61.6,0.2733,"3.2399999999999998E-2",38.7383177570093,82.9,"<0.0003","1.0999999999999999E-2","6.0000000000000001E-3","0.16",0.0369,"<0.0002","<0.0002","8.9999999999999998E-4","<0.0002","8.0000000000000004E-4","1E-3","2.0999999999999999E-3","0.02","<0.020","<0.0002","5.7999999999999996E-3","1.6000000000000001E-3","1E-3","1E-3",61.3,"8.9999999999999998E-4","<0.002","<0.0005","<0.0002","3.0999999999999999E-3","6.9999999999999999E-4","1.1999999999999999E-3","1.47E-2","<0.0005","<0.0005","8.9999999999999993E-3",2.94,1.7201646090535,1.19565217391304,0.117647058823529,5.97346384179007,1.54098360655738,0.0333333333333333,3.41041666666667,0.552891396332863,5.53762500289024,3.78625206338535,49.2176746669478,28.7967694224465,21.9855559106057,28.4294609885832,61.5862696532661,9.98426935815072,"Sulfatada cálcica",0.005,"Moderado",0.13,"Alto",0.002,"Alto",0.01,"Bajo",0.0058,"Moderado","Moderado","Alto",0.0023,"Alto",0.007,"Moderado",NA,NA
"43","GA47C","Avenida","13491-19-SW-159","SW-159","Colca","Río Colca",2019-04-30,1899-12-31 09:15:00,8268308,206628,3295,"19 S","Ancoccollo","Achoma","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Depósito superficial","En la base del río Colca tenemos cantos y bloques polimícticos. En la margen derecha afloran areniscas finas, conglomerados de la Fm. Colca. En la margen izquierda afloran areniscas de la Fm. Colca","Valle Fluvial","Muy Baja",3600,"Incoloro","Inodoro",13.9,NA,8.95,81.7,NA,222.2,513.7,252.2,NA,0.294,1.947,8.63,122.9,"No","Si (algas verdes)","No","No","No","Rural","no","Ninguno","No","Ninguno","No","818829","Ninguna","I. Becerra y J. Ortiz","94.9","2","93","<0.2","77.900000000000006",NA,NA,44.9,NA,NA,58.4,6.4,6.2,28.3,0.4514,"0.158",14.392523364486,30.8,"<0.0003","1.0999999999999999E-2","2.4E-2","0.63",0.0413,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","1E-3","1.9E-3","0.02","<0.020","<0.0002","0.01","1.1000000000000001E-3","<0.0007","1.5E-3",15,"<0.0008","<0.002","<0.0005","<0.0002","4.8999999999999998E-3","<0.0001","6.9999999999999999E-4","4.1000000000000003E-3","8.9999999999999998E-4","<0.0005","7.0000000000000001E-3",70.6,7.1,7,29,0.4665,"0.16689999999999999",16.4018691588785,35.1,"<0.0003","0.20599999999999999","2.4E-2","0.76",0.0485,"<0.0002","<0.0002","5.9999999999999995E-4","4.0000000000000002E-4","2.9999999999999997E-4","2E-3","3.5000000000000001E-3","0.13","<0.020","<0.0002","1.38E-2","1.2999999999999999E-3","<0.0007","4.7999999999999996E-3",16.1,"1E-3","<0.002","<0.0005","<0.0002","9.2999999999999992E-3","5.0000000000000001E-4","8.0000000000000004E-4","4.4999999999999997E-3","1E-3","<0.0005","8.0000000000000002E-3",1.415,0.526748971193416,2.53913043478261,0.158567774936061,4.63944718091209,1.52459016393443,0.0666666666666667,0.935416666666667,2.19746121297602,4.72413471024378,-0.904435186407521,30.4993234069284,11.353701220279,58.1469753727926,33.6835617145003,19.8008042539159,46.5156340315839,"Clorurada sódica",0.024,"Alto",0.63,"Muy Alto",0.0019,"Alto",0.02,"Moderado",0.01,"Moderado","Muy Alto","Alto",0.0049,"Muy Alto",0.007,"Moderado",NA,NA
"44","GA47C","Avenida","13491-19-SW-160","SW-160","Colca","Río Colca",2019-04-30,1899-12-31 10:31:00,8267310,209284,3345,"19 S","Oroya","Achoma","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Sedimentario/Depósito superficial","En la base del río Colca tenemos cantos y bloques de hasta 3 m polimícticos. En las márgenes del río encontramos afloramientos de areniscas de grano medio intercaladas con secuencias de conglomeradas, que corresponden a la Fm. Colca","Valle Fluvial","Muy Baja",3500,"Incoloro","Inodoro",14.5,NA,8.9,79.3,NA,262.6,537.9,264.1,NA,0.307,1.859,7.87,112.9,"No","No","No","No","no","Rural","no","Ninguno","No","Ninguno","No","833842","Ninguna","I. Becerra y J. Ortiz","92.4","2","91","<0.2","89.5",NA,NA,40.7,NA,NA,63.3,5.7,6.1,26.7,0.4543,"0.1812",14.018691588785,30,"<0.0003","1.2999999999999999E-2","2.8000000000000001E-2","0.74",0.0425,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","1E-3","2E-3","0.02","<0.020","<0.0002","1.15E-2","1.1000000000000001E-3","<0.0007","5.9999999999999995E-4",13.8,"<0.0008","<0.002","<0.0005","<0.0002","5.0000000000000001E-3","<0.0001","6.9999999999999999E-4","4.4000000000000003E-3","1E-3","<0.0005","6.0000000000000001E-3",77.2,6.4,7,28,0.4869,"0.1973",16.3084112149533,34.9,"<0.0003","0.19800000000000001","2.9000000000000001E-2","0.93",0.0506,"<0.0002","<0.0002","4.0000000000000002E-4","4.0000000000000002E-4","5.0000000000000001E-4","1E-3","2.5000000000000001E-3","0.12","<0.020","<0.0002","1.54E-2","1.1999999999999999E-3","<0.0007","4.1000000000000003E-3",15.3,"8.9999999999999998E-4","<0.002","<0.0005","<0.0002","1.01E-2","4.0000000000000002E-4","8.0000000000000004E-4","4.5999999999999999E-3","1.1000000000000001E-3","<0.0005","8.0000000000000002E-3",1.335,0.469135802469136,2.75217391304348,0.156010230179028,4.71231994569164,1.49180327868852,0.0666666666666667,0.847916666666667,2.524682651622,4.93106926364386,-2.26838628208072,28.3299948939282,9.9555167704191,61.7144883356528,31.6051116305664,17.1953915333992,51.1994968360344,"Clorurada sódica",0.028,"Muy Alto",0.74,"Muy Alto",0.002,"Alto",0.02,"Moderado",0.0115,"Alto","Muy Alto","Alto",0.005,"Muy Alto",0.006,"Moderado",NA,NA
"45","GA47C","Avenida","13491-19-SW-162","SW-162","Colca","Río Colca",2019-04-30,1899-12-31 13:48:00,8267316,211859,3321,"19 S","Wasapampa","Achoma","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Sedimentario/Depósito superficial","En la base del río observamos cantos y bloques polimícticos de hasta 4 m de diámetro. En la margen izquierda afloran secuencias de conglomerados que corresponden a la Fm.Colca. En la margen derecha estratos de areniscas de grano medio de la Fm. Colca","Valle Fluvial","Muy Baja",3400,"Incoloro","Inodoro",16.6,NA,9.37,105.4,NA,270.7,498.6,244.8,NA,0.29,2.006,8.71,134.4,"No","No","No","No","no","Rural","no","Ninguno","No","Ninguno","Sí, moderado","851864","Ninguna","I. Becerra y J. Ortiz","88.7","6","83","<0.2","84.1",NA,NA,37.3,NA,NA,58.4,5.3,6.1,24.3,0.4172,"0.15190000000000001",13.6915887850467,29.3,"<0.0003","1.2999999999999999E-2","2.3E-2","0.63",0.0414,"<0.0002","<0.0002","<0.0002","<0.0002","4.0000000000000002E-4","<0.001","1.9E-3","0.03","<0.020","<0.0002","8.0999999999999996E-3","1E-3","<0.0007","<0.0005",12.5,"<0.0008","<0.002","<0.0005","<0.0002","4.1000000000000003E-3","1E-4","5.9999999999999995E-4","4.5999999999999999E-3","8.0000000000000004E-4","<0.0005","8.0000000000000002E-3",74.2,6.6,7.5,28,0.4661,"0.1676",17.3364485981308,37.1,"<0.0003","0.88100000000000001","2.5000000000000001E-2","0.79",0.0582,"<0.0002","<0.0002","2.0000000000000001E-4","1.5E-3","4.0000000000000002E-4","2E-3","1.43E-2","0.49","<0.020","6.9999999999999999E-4","2.7699999999999999E-2","1E-3","6.9999999999999999E-4","3.5000000000000001E-3",14.9,"<0.0008","<0.002","<0.0005","<0.0002","2.7699999999999999E-2","2.0000000000000001E-4","6.9999999999999999E-4","5.7000000000000002E-3","8.9999999999999998E-4","<0.0005","1.7999999999999999E-2",1.215,0.436213991769547,2.53913043478261,0.156010230179028,4.34635465673118,1.36065573770492,0.2,0.777083333333333,2.37235543018336,4.71009450122161,-4.01636268416536,27.9544605987994,10.036318391413,62.0092210097876,33.1342765479577,16.4982535516387,50.3674699004036,"Clorurada sódica",0.023,"Alto",0.63,"Muy Alto",0.0019,"Alto",0.03,"Moderado",0.0081,"Moderado","Muy Alto","Alto",0.0041,"Muy Alto",0.008,"Alto",NA,NA
"46","GA47C","Avenida","13491-19-SW-163","SW-163","Tinsimayo","Quebrada Tinsimayo",2019-04-30,1899-12-31 14:32:00,8267003,211808,3359,"19 S","Curiña","Achoma","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Quebrada","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Sedimentario/Depósito superficial","En la base de la quebrada tenemos cantos de hasta 40 cm polimícticos. En ambas márgenes de la quebrada se observan estratos de arenisca de grano medio intercalado con secuencias finas de limolitas que corresponden a la Fm.Colca","Ladera de montaña en roca sedimentaria","Media",12,"Turbio","Inodoro",14.5,NA,8.42,50.3,NA,264.5,293.1,144.1,NA,0.189,3.411,7.03,103.7,"No","No","No","No","no","Rural","no","Ninguno","No","Ninguno","No","867874","El agua presenta color ""turbio"", aguas arriba han realizado trabajos comunales.","I. Becerra y J. Ortiz","81","<1","80","0.5","11",NA,NA,45.7,NA,NA,18.9,7,6.6,21.7,0.2004,"2.3999999999999998E-3",18.2242990654206,39,"<0.0003","3.1E-2","5.0000000000000001E-3","0.11",0.0339,"<0.0002","<0.0002","<0.0002","2.9999999999999997E-4","5.0000000000000001E-4","<0.001","2.5000000000000001E-3","0.33","<0.020","<0.0002","4.1000000000000003E-3","1E-3","1.4E-3","<0.0005",15.5,"<0.0008","<0.002","<0.0005","<0.0002","2.5000000000000001E-3","<0.0001","4.0000000000000002E-4","5.5999999999999999E-3","<0.0005","<0.0005","6.0000000000000001E-3",24.5,9.1,8.5,22,0.2348,"1.4800000000000001E-2",24.3457943925234,52.1,"<0.0003","1.0109999999999999","6.0000000000000001E-3","0.15",0.0489,"<0.0002","<0.0002","<0.0002","2E-3","5.9999999999999995E-4","2E-3","3.5999999999999999E-3","1.07","<0.020","8.9999999999999998E-4","2.1499999999999998E-2","1.1999999999999999E-3","1.6000000000000001E-3","3.0000000000000001E-3",19.4,"<0.0008","<0.002","<0.0005","<0.0002","9.1999999999999998E-3","1E-4","5.0000000000000001E-4","7.1999999999999998E-3","<0.0005","<0.0005","8.0000000000000002E-3",1.085,0.576131687242798,0.821739130434783,0.168797953964194,2.65166877164178,1.31147540983607,0,0.952083333333333,0.310296191819464,2.57385493498886,1.48911077667058,40.9176293662132,21.7271362624257,37.3552343713611,50.9537422644894,36.9905591954992,12.0556985400114,"Bicarbonatada cálcica",0.005,"Moderado",0.11,"Alto",0.0025,"Alto",0.33,"Muy Alto",0.0041,"Moderado","Alto","Moderado",0.0025,"Alto",0.006,"Moderado",0.0014,"Muy Alto"
